x	y	CX	CY	Type	Fileindex	Color	ROP2	Hidden	Group	AryType	AryX	AryY	AryCX	AryCY	AryNX	AryNY	AryXpos	AryYpos	AptExists	AptCX	AptCY	AptAngle	Text	Z	CZ	AryZ	AryCZ	AryNZ	AryZPos	AryAngle
11486.637695	8657.979492	11.000000	11.000000	0	23	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	22	1	0	0.000000	0.000000	0.000000	22	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11529.543945	8666.146484	11.000000	11.000000	0	24	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	23	1	0	0.000000	0.000000	0.000000	23	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11572.450195	8674.313477	11.000000	11.000000	0	25	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	24	1	0	0.000000	0.000000	0.000000	24	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11615.356445	8682.480469	11.000000	11.000000	0	26	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	25	1	0	0.000000	0.000000	0.000000	25	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11658.262695	8690.647461	11.000000	11.000000	0	27	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	26	1	0	0.000000	0.000000	0.000000	26	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11701.168945	8698.813477	11.000000	11.000000	0	28	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	27	1	0	0.000000	0.000000	0.000000	27	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11744.075195	8706.980469	11.000000	11.000000	0	29	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	28	1	0	0.000000	0.000000	0.000000	28	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11786.981445	8715.147461	11.000000	11.000000	0	30	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	29	1	0	0.000000	0.000000	0.000000	29	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11829.887695	8723.314453	11.000000	11.000000	0	31	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	30	1	0	0.000000	0.000000	0.000000	30	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11872.793945	8731.481445	11.000000	11.000000	0	32	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	31	1	0	0.000000	0.000000	0.000000	31	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
