x	y	CX	CY	Type	Fileindex	Color	ROP2	Hidden	Group	AryType	AryX	AryY	AryCX	AryCY	AryNX	AryNY	AryXpos	AryYpos	AptExists	AptCX	AptCY	AptAngle	Text	Z	CZ	AryZ	AryCZ	AryNZ	AryZPos	AryAngle
35011.562500	27912.419922	11.000000	11.000000	0	54	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	53	0	0	0.000000	0.000000	0.000000	53	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35061.562500	27912.419922	11.000000	11.000000	0	55	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	54	0	0	0.000000	0.000000	0.000000	54	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35111.562500	27912.419922	11.000000	11.000000	0	56	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	55	0	0	0.000000	0.000000	0.000000	55	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35161.562500	27912.419922	11.000000	11.000000	0	57	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	56	0	0	0.000000	0.000000	0.000000	56	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35211.562500	27912.419922	11.000000	11.000000	0	58	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	57	0	0	0.000000	0.000000	0.000000	57	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35261.562500	27912.419922	11.000000	11.000000	0	59	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	58	0	0	0.000000	0.000000	0.000000	58	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35311.562500	27912.419922	11.000000	11.000000	0	60	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	59	0	0	0.000000	0.000000	0.000000	59	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35361.562500	27912.419922	11.000000	11.000000	0	61	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	60	0	0	0.000000	0.000000	0.000000	60	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35411.562500	27912.419922	11.000000	11.000000	0	62	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	61	0	0	0.000000	0.000000	0.000000	61	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35461.562500	27912.419922	11.000000	11.000000	0	63	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	62	0	0	0.000000	0.000000	0.000000	62	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
